Receptor,Score Type,s_score,Hits,Enrichment,max_feat,min_feat,avg_feat,max_centr,min_centr,avg_centr,hyd,don,acc,donhyd,catdon,hydaro,aniacc,donacc,features,all_same,hyd_prop,don_prop,acc_prop,donhyd_prop,catdon_prop,hydaro_prop,aniacc_prop,donacc_prop,quality
M1,dE(class),-0.573333,5,4.947826087,15.21464,1.5312704,9.8374758,8.721159,3.4673228,7.0555687,5,1,1,0,0,0,0,0,7,0,0.714285714,0.142857143,0.142857143,0,0,0,0,0,1
M1,dE,-4.60567,1,0,3.3152905,0.69825387,1.9966233,7.0092931,4.1757498,5.9750485,0,3,0,0,2,2,0,0,7,0,0,0.428571429,0,0,0.285714286,0.285714286,0,0,0
M1,dU(class),-2.90345,16,2.061594203,15.070384,1.5312704,8.3672552,8.721159,3.4673228,6.9742999,5,0,1,0,1,0,0,0,7,0,0.714285714,0,0.142857143,0,0.142857143,0,0,0,1
M1,dU,-6.72679,-99999,0,4.8662829,0.12852801,2.7626727,8.7238283,6.04603,7.4878111,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
M2,dE(class),-0.947222,3,10.73584906,10.727706,0.15925643,6.1530848,10.159136,2.6983023,5.5574622,1,3,2,0,0,1,0,0,7,0,0.142857143,0.428571429,0.285714286,0,0,0.142857143,0,0,1
M2,dE,-0.94,1,10.73584906,16.428482,0.15925643,6.4405904,9.6859398,2.6983023,5.0900803,1,3,2,0,0,1,0,0,7,0,0.142857143,0.428571429,0.285714286,0,0,0.142857143,0,0,1
M2,dU(class),-0.1,139,1.235781186,11.568931,1.6943507,6.4211202,7.757431,2.4160342,5.889257,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
M2,dU,-4.52,-99999,0,3.8346646,0.58669281,2.080905,8.557478,5.6529856,6.8281894,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
M4,dE(class),-0.1125,99,0.907496013,11.474065,0.73048931,6.071701,8.1142197,3.9042709,5.4245868,6,0,0,0,0,1,0,0,7,0,0.857142857,0,0,0,0,0.142857143,0,0,0
M4,dE,-0.114286,133,1.27595304,11.073898,1.4545701,6.219234,6.7439737,3.9042709,5.2322116,6,0,0,0,0,1,0,0,7,0,0.857142857,0,0,0,0,0.142857143,0,0,0
M4,dU(class),-1.65,57,0.875654047,15.036624,1.1693492,8.0140839,8.9300785,3.1334169,5.8112473,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
M4,dU,-5.91718,4,0,9.357235,0.72479379,5.2971921,10.277767,8.2165174,9.4009094,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRD,dE(class),-2.11646,136,1.287330317,10.51485,1.1513683,4.4728374,7.8259101,4.9590192,6.0429668,3,1,0,0,1,1,0,1,7,0,0.428571429,0.142857143,0,0,0.142857143,0.142857143,0,0.142857143,0
OPRD,dE,-4.43931,10,0,9.0188627,0.13442852,5.3494477,5.878253,4.3015928,5.4467068,2,1,0,0,3,1,0,0,7,0,0.285714286,0.142857143,0,0,0.428571429,0.142857143,0,0,0
OPRD,dU(class),-0.621429,169,1.122287968,6.1818871,1.339862,3.6427586,7.8259101,3.61043,5.6616173,3,1,1,0,0,1,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0,0.142857143,0,0.142857143,0
OPRD,dU,-5.85192,-99999,0,3.7069924,0.16241445,1.6350839,6.40803,4.4950585,5.4569697,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
OPRK,dE(class),-0.935714,34,2.988445378,11.605652,1.1183617,5.2936969,9.3384333,5.808115,7.966239,4,1,1,0,1,0,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0.142857143,0,0,0,1
OPRK,dE,-3.93821,-99999,0,13.973829,1.162351,9.2927933,8.8213778,5.808115,7.2932653,0,1,1,0,4,1,0,0,7,0,0,0.142857143,0.142857143,0,0.571428571,0.142857143,0,0,0
OPRK,dU(class),-1.46188,8,0,14.154366,1.2389399,9.1620197,9.2171097,4.8855443,7.5467453,5,0,1,0,1,0,0,0,7,0,0.714285714,0,0.142857143,0,0.142857143,0,0,0,0
OPRK,dU,-5.06145,-99999,0,15.722771,1.2191751,8.8971949,8.4183683,3.9128516,7.2917008,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
OPRM,dE(class),-0.661538,368,1.254460623,5.9806814,0.77097988,3.7534003,5.4519372,2.4798608,3.6644495,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRM,dE,-4.49983,-99999,0,12.728937,1.0030782,4.7909822,7.2324171,3.5477998,4.7569747,0,1,0,0,6,0,0,0,7,0,0,0.142857143,0,0,0.857142857,0,0,0,0
OPRM,dU(class),-0.589474,299,0.897646242,7.5264053,1.1091303,4.4118495,5.4519372,2.7437243,4.1624107,5,1,1,0,0,0,0,0,7,0,0.714285714,0.142857143,0.142857143,0,0,0,0,0,0
OPRM,dU,-4.46498,-99999,0,4.193697,1.0030782,2.1991129,6.8817434,3.4807837,4.7927241,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,0
5HT1B,dE(class),-1.15455,1,0,14.656192,1.7305361,9.4652786,10.345926,5.8324718,7.7848706,2,1,2,0,0,0,0,2,7,0,0.285714286,0.142857143,0.285714286,0,0,0,0,0.285714286,0
5HT1B,dE,-5.18018,-99999,0,15.907225,0.55182332,9.8444948,9.9697027,5.3994145,7.9257069,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,0
5HT1B,dU(class),-0.13,15,0,13.207399,0.20243263,4.8041167,8.0446653,4.3651314,5.9173517,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
5HT1B,dU,-4.47459,2,4.376923077,6.5695338,1.2708509,3.6706553,9.3480272,6.1781516,8.0349083,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,1
5HT2B,dE(class),-0.54375,14,1.890365449,15.110319,1.3273842,9.2504406,7.8287721,5.3634496,6.7393031,5,0,1,0,0,0,0,1,7,0,0.714285714,0,0.142857143,0,0,0,0,0.142857143,0
5HT2B,dE,-5.30137,-99999,0,12.564578,1.7216005,6.9048462,8.602169,4.3016253,5.7125363,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
5HT2B,dU(class),-0.118182,20,0.99244186,14.334533,1.5309908,8.7136059,7.7865977,5.3634496,6.6358948,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
5HT2B,dU,-4.6323,-99999,0,10.523085,1.1486684,4.9236679,8.7019701,5.3330216,7.3059497,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,0
5HT2C,dE(class),-1.23846,53,0.873848179,9.7664785,0.78827721,6.0031347,8.9795074,2.8838477,6.6444025,5,1,1,0,0,0,0,0,7,0,0.714285714,0.142857143,0.142857143,0,0,0,0,0,0
5HT2C,dE,-5.1524,-99999,0,16.579319,0.88494408,8.1527939,9.3874969,2.2861462,5.6395102,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
5HT2C,dU(class),-0.1,110,1.142811839,6.8508205,0.5172717,4.0415201,8.9795074,6.3362484,7.8356538,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
5HT2C,dU,-5.29319,-99999,0,6.0710196,0.88494408,3.169354,5.6062827,1.7678758,3.1867435,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
A2A,dE(class),-2.8706,15,1.308045977,11.53487,0.6488775,5.890851,6.6622882,3.6415756,5.3419595,3,1,1,0,1,0,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0
A2A,dE,-4.37763,1,0,9.3880148,0.85806412,5.4339786,5.6212554,3.6816452,4.8400965,0,1,3,0,3,0,0,0,7,0,0,0.142857143,0.428571429,0,0.428571429,0,0,0,0
A2A,dU(class),-0.1,16,0,15.202851,0.60035491,7.2541046,10.440987,4.6175466,7.0126281,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
A2A,dU,-3.64401,-99999,0,15.142334,2.4598196,8.1388445,9.5688038,3.7017713,5.6828995,1,1,2,0,3,0,0,0,7,0,0.142857143,0.142857143,0.285714286,0,0.428571429,0,0,0,0
A2C,dE(class),-0.293333,155,0.917741935,7.3774862,1.4958816,3.8868775,5.1591616,1.9562446,3.4169781,6,0,0,0,0,0,0,1,7,0,0.857142857,0,0,0,0,0,0,0.142857143,0
A2C,dE,-4.06185,1,0,11.661752,1.4529815,7.4813633,8.6702757,2.6831472,5.5320263,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,0
A2C,dU(class),-0.106667,139,0.639613309,7.4049954,1.4227613,3.8284099,5.2109952,1.9562446,3.3868263,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
A2C,dU,-4.0819,-99999,0,3.1845138,0.12028716,1.5325404,3.3259103,2.5632486,3.0007861,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
Beta 2,dE(class),-2.63231,-99999,0,17.758074,1.1475755,10.45977,9.4673042,6.4577665,8.2319107,2,1,2,0,1,0,0,1,7,0,0.285714286,0.142857143,0.285714286,0,0.142857143,0,0,0.142857143,0
Beta 2,dE,-4.73053,-99999,0,15.323845,0.62019795,9.4857531,9.7632265,4.7672119,7.5285616,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
Beta 2,dU(class),-2.90427,5,0,16.85998,2.413944,8.3562794,9.4673042,7.111032,8.5871878,2,1,2,0,1,0,0,1,7,0,0.285714286,0.142857143,0.285714286,0,0.142857143,0,0,0.142857143,0
Beta 2,dU,-4.47928,-99999,0,3.0561514,0.53284705,1.6686671,9.7632265,8.2620916,9.1006403,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,0
H1,dE(class),-0.768421,103,1.624785837,11.277601,0.76279896,4.87607,6.6125932,4.3968668,5.7385516,5,0,1,0,0,0,0,1,7,0,0.714285714,0,0.142857143,0,0,0,0,0.142857143,0
H1,dE,-4.45635,-99999,0,13.24171,1.0881802,8.4947538,7.6107655,5.8287435,6.7350154,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
H1,dU(class),-1.5,18,0,12.296596,1.1013701,6.7820325,6.4323368,4.0822554,5.5817261,3,1,2,0,0,0,0,1,7,0,0.428571429,0.142857143,0.285714286,0,0,0,0,0.142857143,0
H1,dU,-4.45406,-99999,0,11.103271,0.80216831,5.6452217,7.6107655,5.8066292,6.5313253,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
M1,dE(class),-2.44384,15,2.748792271,12.42264,0.84011787,7.1664162,8.721159,3.4673228,6.8728409,4,1,0,0,1,0,0,1,7,0,0.571428571,0.142857143,0,0,0.142857143,0,0,0.142857143,1
M1,dE,-5.12037,-99999,0,17.734331,0.63120866,7.1208587,9.2409077,5.8341041,7.8686752,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
M1,dU(class),-1.07143,5,3.298550725,18.901035,1.5312704,9.8701172,10.641756,3.4673228,7.3650818,5,1,0,0,0,0,0,1,7,0,0.714285714,0.142857143,0,0,0,0,0,0.142857143,1
M1,dU,-4.33979,-99999,0,6.742846,0.64164633,4.280004,10.049589,6.403563,8.4018078,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,0
M2,dE(class),-1,82,0.785549931,11.978044,1.3569371,6.5135055,9.352355,4.7108183,7.4652314,4,1,2,0,0,0,0,0,7,0,0.571428571,0.142857143,0.285714286,0,0,0,0,0,0
M2,dE,-2.66364,-99999,0,15.697477,2.2691269,8.767313,9.303443,4.4286828,7.4541373,0,1,2,0,4,0,0,0,7,0,0,0.142857143,0.285714286,0,0.571428571,0,0,0,0
M2,dU(class),-0.1,48,1.565644654,11.83072,0.6126312,6.4852343,7.757431,4.7108183,6.6480484,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
M2,dU,-4.06842,-99999,0,5.3270836,0.75922459,2.4801373,9.1215143,6.1614728,7.1681619,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
M4,dE(class),-0.545455,24,1.247807018,14.197206,2.4304266,8.4899025,8.1142197,4.4643488,6.4945416,4,0,2,0,0,0,0,1,7,0,0.571428571,0,0.285714286,0,0,0,0,0.142857143,0
M4,dE,-2.69474,1,0,15.359131,1.4629679,7.9313707,9.7346087,4.4792166,7.0006099,1,1,2,0,3,0,0,0,7,0,0.142857143,0.142857143,0.285714286,0,0.428571429,0,0,0,0
M4,dU(class),-0.111111,14,2.139097744,18.622755,2.448935,9.5534344,10.791615,4.4529896,6.7108455,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,1
M4,dU,-6.31519,1,0,9.6533327,0.87619948,5.6779785,10.232912,7.7819438,8.9483089,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
OPRD,dE(class),-2.38818,51,1.144293615,12.152098,1.2068475,6.4354277,8.6804123,3.0099323,6.3407269,2,1,1,0,1,0,0,2,7,0,0.285714286,0.142857143,0.142857143,0,0.142857143,0,0,0.285714286,0
OPRD,dE,-4.66633,2,0,4.1761847,1.091728,2.4220712,7.3629627,4.5465384,6.1623011,3,0,0,0,4,0,0,0,7,0,0.428571429,0,0,0,0.571428571,0,0,0,0
OPRD,dU(class),-1.65556,76,0.767881242,9.795785,0.63122499,5.1280251,8.6804123,4.1866422,5.9410295,3,1,2,0,0,0,0,1,7,0,0.428571429,0.142857143,0.285714286,0,0,0,0,0.142857143,0
OPRD,dU,-4.49324,1,0,4.1761847,0.8571499,2.3213603,7.3629627,4.7553058,6.0149217,3,0,0,0,4,0,0,0,7,0,0.428571429,0,0,0,0.571428571,0,0,0,0
OPRK,dE(class),-3.25697,-99999,0,16.453671,1.8390187,10.159225,9.4221497,4.5981283,7.4371572,4,1,0,0,1,0,0,1,7,0,0.571428571,0.142857143,0,0,0.142857143,0,0,0.142857143,0
OPRK,dE,-5.63153,-99999,0,14.739861,1.7139342,9.0831032,10.534269,4.0336351,7.0532794,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,0
OPRK,dU(class),-0.861905,5,0,15.383964,1.5300163,9.9127369,9.8130245,4.6465497,7.9954667,6,0,0,0,0,0,0,1,7,0,0.857142857,0,0,0,0,0,0,0.142857143,0
OPRK,dU,-4.40993,3,0,8.4457922,1.424082,4.1244493,7.7170739,5.6212606,6.5663199,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,0
OPRM,dE(class),-3.31022,44,0.731989708,10.52594,2.4857283,7.0839171,7.7149844,4.0373254,5.3299642,3,1,1,0,1,0,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0
OPRM,dE,-5.42184,1,0,4.9525738,0.57286364,2.8061171,4.6584463,3.5874903,4.3081441,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,0
OPRM,dU(class),-2.70258,3,0,12.002025,2.4072776,8.2717028,7.7149844,4.002686,5.960834,3,1,2,0,1,0,0,0,7,0,0.428571429,0.142857143,0.285714286,0,0.142857143,0,0,0,0
OPRM,dU,-4.44671,3,0,6.4012637,0.96356994,3.472044,6.8294191,3.5874903,4.5927525,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,0
5HT1B,dE(class),-2.66842,15,1.750769231,15.48471,1.4477921,9.3060513,10.749083,5.0763645,7.4853711,5,0,1,0,1,0,0,0,7,0,0.714285714,0,0.142857143,0,0.142857143,0,0,0,0
5HT1B,dE,-2.78384,61,0.430517024,10.960896,1.4714693,4.7718472,9.0652828,4.949985,7.1513472,3,0,2,0,2,0,0,0,7,0,0.428571429,0,0.285714286,0,0.285714286,0,0,0,0
5HT1B,dU(class),-0.27619,10,0.875384615,15.610643,2.4460132,9.3321486,10.749083,4.3651314,6.9874539,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
5HT1B,dU,-4.76385,-99999,0,4.5955496,0.54174346,2.3033302,9.6243925,7.7852659,8.4230347,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
5HT2B,dE(class),-2.16115,28,1.654069767,14.335209,1.5319533,7.963181,7.7865977,4.6011567,5.9103665,6,0,0,0,1,0,0,0,7,0,0.857142857,0,0,0,0.142857143,0,0,0,0
5HT2B,dE,-5.83364,-99999,0,12.760071,1.0298786,7.9496613,8.997858,4.6662955,6.8178716,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
5HT2B,dU(class),-1.88812,21,0.630121816,14.335209,1.5319533,8.1176205,8.3777857,4.027318,6.339994,6,0,0,0,1,0,0,0,7,0,0.857142857,0,0,0,0.142857143,0,0,0,0
5HT2B,dU,-6.02185,-99999,0,4.3022547,0.71420586,2.016536,9.0662508,7.2850819,8.2604351,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
5HT2C,dE(class),-1.62065,24,1.102713178,10.535997,1.3416609,5.7944546,8.2929745,2.4649596,6.3165827,5,0,0,0,2,0,0,0,7,0,0.714285714,0,0,0,0.285714286,0,0,0,0
5HT2C,dE,-2.43055,3,0,10.70808,0.98127317,5.0042434,8.7362156,2.2732315,4.8112183,2,0,2,0,3,0,0,0,7,0,0.285714286,0,0.285714286,0,0.428571429,0,0,0,0
5HT2C,dU(class),-0.266667,36,0.551356589,10.977654,0.13321474,6.0717993,7.5649366,4.0991793,5.7873173,5,0,2,0,0,0,0,0,7,0,0.714285714,0,0.285714286,0,0,0,0,0,0
5HT2C,dU,-4.29678,-99999,0,5.6832442,0.20224737,3.3891847,4.9096828,2.6624832,3.9307621,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,0
A2A,dE(class),-0.888344,13,0,14.555636,1.5292571,7.8726616,10.386244,2.923759,6.5681224,4,0,2,0,1,0,0,0,7,0,0.571428571,0,0.285714286,0,0.142857143,0,0,0,0
A2A,dE,-0.953846,1,0,13.21906,0.75341624,5.130127,8.4594555,5.58005,6.6153283,1,0,6,0,0,0,0,0,7,0,0.142857143,0,0.857142857,0,0,0,0,0,0
A2A,dU(class),-0.11,38,0,13.897984,0.60592741,5.3084102,10.469558,3.6869302,6.8574286,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
A2A,dU,-3.65456,152,0.903584392,15.628155,1.4422097,6.9968796,9.8637495,4.1146116,6.6692367,4,0,1,0,2,0,0,0,7,0,0.571428571,0,0.142857143,0,0.285714286,0,0,0,0
A2C,dE(class),-0.323077,192,0.926106771,10.035192,1.4651693,4.9662418,6.8312097,1.9562446,4.1494589,6,0,1,0,0,0,0,0,7,0,0.857142857,0,0.142857143,0,0,0,0,0,0
A2C,dE,-6.65277,-99999,0,13.13256,0.66054827,7.7158399,10.533068,1.8813845,6.2430358,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
A2C,dU(class),-0.171429,125,0.8535,13.314546,1.473753,6.2903795,10.648377,1.9562446,4.4973836,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
A2C,dU,-6.74962,-99999,0,13.13256,0.74627477,7.6735892,10.533068,1.8813845,5.3694992,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
Beta 2,dE(class),-1.01667,96,1.51623062,6.7751598,0.86187238,3.8077533,10.160717,4.0576906,7.4977565,5,0,1,0,1,0,0,0,7,0,0.714285714,0,0.142857143,0,0.142857143,0,0,0,0
Beta 2,dE,-0.726316,45,0.882170543,16.028713,2.4390965,8.1778297,10.369191,4.0576906,8.1864033,4,0,2,0,1,0,0,0,7,0,0.571428571,0,0.285714286,0,0.142857143,0,0,0,0
Beta 2,dU(class),-0.682609,74,0.53645506,16.406242,2.5164511,8.6316652,9.4547415,6.2701383,8.2208014,6,0,1,0,0,0,0,0,7,0,0.857142857,0,0.142857143,0,0,0,0,0,0
Beta 2,dU,-5.96177,-99999,0,3.4164965,0.12724747,1.6041007,9.3597488,8.1092615,8.8096933,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,0
H1,dE(class),-0.807407,200,1.115686275,5.8389177,1.1598353,3.2856517,8.1258125,4.3968668,6.4120073,5,0,0,0,2,0,0,0,7,0,0.714285714,0,0,0,0.285714286,0,0,0,0
H1,dE,-4.63724,-99999,0,3.0807374,0.81565005,1.9153473,8.1576824,6.2218676,7.4284244,3,0,0,0,4,0,0,0,7,0,0.428571429,0,0,0,0.571428571,0,0,0,0
H1,dU(class),-1.25109,62,1.259645794,11.147695,1.4869438,6.0856285,7.423749,4.3968668,6.1542697,5,0,1,0,1,0,0,0,7,0,0.714285714,0,0.142857143,0,0.142857143,0,0,0,0
H1,dU,-4.3498,51,3.281430219,3.2114527,0.71811247,1.8399103,8.1576824,6.5668468,7.4312315,3,0,0,0,3,0,0,0,6,0,0.5,0,0,0,0.5,0,0,0,1
M1,dE(class),-1.84183,11,3.748353096,16.008661,1.5306433,8.7344999,8.6676531,3.4663563,6.250627,4,0,2,0,1,0,0,0,7,0,0.571428571,0,0.285714286,0,0.142857143,0,0,0,1
M1,dE,-6.23532,-99999,0,14.90195,0.78234535,8.5156193,8.9997473,4.990272,7.0689797,1,0,2,0,4,0,0,0,7,0,0.142857143,0,0.285714286,0,0.571428571,0,0,0,0
M1,dU(class),-3.77375,10,3.298550725,15.750606,1.4727046,9.2619305,8.4722357,3.4663563,6.7366028,5,0,1,0,1,0,0,0,7,0,0.714285714,0,0.142857143,0,0.142857143,0,0,0,1
M1,dU,-7.6867,-99999,0,4.7795277,0.12852801,2.6933727,8.1346941,6.04603,7.0548658,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,0
M2,dE(class),-0.973077,35,1.533692722,12.439044,1.4723223,7.241148,10.974418,3.8195379,6.8438292,4,0,3,0,0,0,0,0,7,0,0.571428571,0,0.428571429,0,0,0,0,0,0
M2,dE,-1.83571,45,1.431446541,9.8536129,0.6573903,5.5617719,10.974418,3.8195379,7.5572782,2,0,4,0,1,0,0,0,7,0,0.285714286,0,0.571428571,0,0.142857143,0,0,0,0
M2,dU(class),-0.1,54,1.590496157,11.568931,0.9248811,6.3186474,7.757431,4.7108183,6.5090795,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0
M2,dU,-4.52,-99999,0,3.8346646,0.58669281,2.080905,8.557478,5.6529856,6.8281894,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,0
M4,dE(class),-1.36364,30,0.998245614,11.474065,1.0822611,7.2352524,9.1432219,3.9042709,6.1366382,6,0,0,0,1,0,0,0,7,0,0.857142857,0,0,0,0.142857143,0,0,0,0
M4,dE,-0.866667,78,1.023841655,11.073898,0.63402683,5.6759725,6.4579296,2.8429594,4.3731894,4,0,3,0,0,0,0,0,7,0,0.571428571,0,0.428571429,0,0,0,0,0,0
M4,dU(class),-0.496552,16,2.495614035,17.004698,2.5217268,9.2759943,11.223299,3.1334169,6.578846,5,0,2,0,0,0,0,0,7,0,0.714285714,0,0.285714286,0,0,0,0,0,1
M4,dU,-5.91718,4,0,9.357235,0.72479379,5.2971921,10.277767,8.2165174,9.4009094,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,0
OPRD,dE(class),-2.2619,45,1.945299145,10.848692,0.75247192,4.8821697,6.5754137,4.3214908,5.5546427,4,0,1,0,2,0,0,0,7,0,0.571428571,0,0.142857143,0,0.285714286,0,0,0,0
OPRD,dE,-4.68384,-99999,0,11.441317,1.2978232,7.2251129,6.3007898,4.6065035,5.6577106,1,0,4,0,2,0,0,0,7,0,0.142857143,0,0.571428571,0,0.285714286,0,0,0,0
OPRD,dU(class),-1.23179,109,1.204657728,11.176764,1.4635246,6.2419691,8.233264,4.9590192,6.1521101,6,0,0,0,1,0,0,0,7,0,0.857142857,0,0,0,0.142857143,0,0,0,0
OPRD,dU,-5.87894,-99999,0,3.4745793,0.65609413,2.1070592,6.40803,3.7024696,5.2360616,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
OPRK,dE(class),-3.19763,3,0,16.655567,2.3205085,10.058414,10.044007,7.6001987,8.6605024,3,0,1,0,3,0,0,0,7,0,0.428571429,0,0.142857143,0,0.428571429,0,0,0,0
OPRK,dE,-7.71264,-99999,0,14.978769,0.62525755,5.2918143,7.9658022,4.6617026,6.6762528,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
OPRK,dU(class),-1.50436,10,0,14.747588,2.3205085,9.359889,10.044007,3.9110763,8.1842833,4,0,2,0,1,0,0,0,7,0,0.571428571,0,0.285714286,0,0.142857143,0,0,0,0
OPRK,dU,-7.66088,-99999,0,15.37549,0.67410535,7.6947832,8.1645851,5.7663722,7.3688827,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
OPRM,dE(class),-1.41256,74,1.305711372,11.068575,2.5246232,6.4905229,7.9183292,3.4692664,5.4092979,4,0,2,0,1,0,0,0,7,0,0.571428571,0,0.285714286,0,0.142857143,0,0,0,0
OPRM,dE,-4.6414,-99999,0,3.7112939,0.70785379,2.0991178,5.6896806,3.1957371,4.1508613,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
OPRM,dU(class),-1.47699,31,1.038953135,11.594953,2.5246232,8.2136631,7.9183292,4.7596478,5.9329085,5,0,1,0,1,0,0,0,7,0,0.714285714,0,0.142857143,0,0.142857143,0,0,0,0
OPRM,dU,-4.46688,-99999,0,3.6523716,0.53926897,1.9024442,5.6896806,3.4804885,4.5820413,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,0
