,s_score,Hits,max_feat,avg_feat,max_centr,min_centr,avg_centr,features,all_same,hyd_prop,don_prop,catdon_prop,hydaro_prop,aniacc_prop,clusters,Receptor,hits_actual,Score Type,subset,match_features,quality,quality_pred
0,0.6674316421080625,-0.5360939247128884,0.9618444205004902,0.8105699575388461,0.269503076086181,0.3303424940507462,-0.7403916341268894,0.0,-0.3944053188733077,0.226960970674324,0.48137290785426023,-0.8159108168286735,0.511992111589717,0.0,1,5HT1B,57,dE(class),ef,5,0,0
2,-0.2530969698159777,-0.058781454372536054,1.3447809605519405,0.7662691137537124,-0.21917495677339094,-0.08179006670201153,-0.30754973340722364,0.0,-0.3944053188733077,-0.30949222932392106,0.48137290785426023,-0.4563568971856401,0.511992111589717,0.0,1,5HT1B,161,dU(class),ef,4,0,0
9,-0.3552007669642414,-0.7426233589947716,0.2412079279179861,0.9551261836342272,-0.4374771479807054,-0.5041617495532784,-0.8233454955201015,0.0,-0.3944053188733077,-0.845945429322166,2.1501323217490285,-0.09680297754260671,1.9910804339600103,0.0,1,5HT2C,12,dE,ef,5,0,0
14,1.0333276645404348,1.7632671102920783,0.5847272525701513,0.5704266503224241,-0.320866304999085,0.7747374421911504,0.1286513473962798,0.0,-0.3944053188733077,0.7634141669173966,0.48137290785426023,-0.8159108168286735,0.511992111589717,0.0,1,A2A,558,dU(class),ef,3,0,1
17,-0.21337554336341283,-0.7655710739149809,0.7782686858956462,1.0597658145680848,-0.3185034350889328,0.9355902416967249,0.7185632791213201,0.0,-0.3944053188733077,-0.30949222932392106,0.48137290785426023,0.26275094210042677,0.511992111589717,0.0,1,A2C,7,dE,ef,5,1,1
18,0.9540587049849282,1.799983454164413,0.357823226597197,-0.010115770520383342,-0.019089078890502393,-0.5115487555687324,0.410704608470788,0.0,-0.3944053188733077,1.8363205669138867,0.48137290785426023,-0.8159108168286735,-0.9670962107805762,0.0,1,A2C,566,dU(class),ef,3,0,1
26,1.017797344155337,1.8045729971484548,0.27738531216320483,-0.3208327104632478,-0.7242456520780141,0.056120904463426644,-0.053515863465997224,0.0,-0.3944053188733077,0.7634141669173966,0.48137290785426023,-0.8159108168286735,0.511992111589717,0.0,1,H1,567,dU(class),ef,3,0,1
32,0.8967909911198311,-0.7472129019788135,1.6907815083871855,1.698911229542643,0.8495104372573764,1.497599819609649,1.8453341101731393,0.0,-0.3944053188733077,1.2998673669156415,0.48137290785426023,-0.8159108168286735,-0.9670962107805762,0.0,1,M2,11,dE(class),ef,5,1,1
34,0.9774615609690039,-0.7839292458511483,1.6907815083871855,2.236946230056529,0.8495104372573764,0.9712971396606296,1.7660736644153496,0.0,-0.3944053188733077,1.8363205669138867,-1.1873865060405078,-0.8159108168286735,-0.9670962107805762,0.0,1,M2,3,dU(class),ef,5,1,1
36,0.3706021717043188,1.7311403094037852,-0.020251923528993375,-0.16357040974277132,2.1690071284438517,-1.4591472059342445,-0.73615438078014,0.0,-0.3944053188733077,-0.30949222932392106,0.48137290785426023,-0.8159108168286735,0.511992111589717,0.0,1,M4,551,dE(class),ef,3,0,0
38,0.5260050279046505,1.799983454164413,-0.3685452749501932,-0.2308565628343665,2.1690071284438517,-1.4591472059342445,-0.5813508728599566,0.0,-0.3944053188733077,0.226960970674324,0.48137290785426023,-0.8159108168286735,0.511992111589717,0.0,1,M4,566,dU(class),ef,3,0,0
41,-1.2986793149445428,1.7724461962601619,-1.7154704880159581,-1.7284850276247088,0.6378293306658197,2.0953308776821173,2.305219671075295,0.0,-0.3944053188733077,0.226960970674324,-1.1873865060405078,0.6223048592265827,-0.9670962107805762,0.0,1,OPRD,560,dE,ef,3,0,1
44,0.6120697794243636,1.5062527031857347,0.8414245796072237,1.6310093779072374,0.7062878407608504,0.697941029321211,0.6213896500417277,0.0,-0.3944053188733077,0.7634141669173966,0.48137290785426023,-0.8159108168286735,0.511992111589717,0.0,1,OPRK,502,dE(class),ef,3,0,1
45,-0.6642077544590624,-0.5590416396330976,0.37303564427385716,1.0518978695075136,0.9427152820854868,-0.5138298605363802,-0.45532245175211816,0.0,-0.3944053188733077,-0.845945429322166,-1.1873865060405078,0.26275094210042677,-0.9670962107805762,0.0,1,OPRK,52,dE,ef,4,0,0
46,0.27478643780030204,0.019240776356175385,0.8339724202214855,0.7970836808021735,0.6794596285338953,-1.0502639964121536,-1.185429184815443,0.0,-0.3944053188733077,0.226960970674324,0.48137290785426023,-0.8159108168286735,0.511992111589717,0.0,1,OPRK,178,dU(class),ef,4,0,0
47,-0.8842849853902385,-0.7885187888351901,0.24942636351412806,0.03342183514182844,0.9427152820854868,-0.06495829360899799,-0.17731723812859426,0.0,2.53546276418555,-1.382398629320411,-1.1873865060405078,1.7009666181556828,-0.9670962107805762,0.0,1,OPRK,2,dU,ef,4,1,0
48,0.46259125539313617,-0.5085566668086373,1.6195547926882607,1.382735466539229,1.0497723829136785,1.8729415584016962,1.9960563914663783,0.0,-0.3944053188733077,0.7634141669173966,0.48137290785426023,-0.8159108168286735,0.511992111589717,0.0,1,OPRM,63,dE(class),ef,5,0,1
49,-0.9349382745669537,-0.7288547300426461,1.2422938452688361,2.1085830264543635,1.0497723829136785,1.910985065896097,1.9137411117203749,0.0,-0.3944053188733077,-1.382398629320411,0.48137290785426023,1.3414126985126495,-0.9670962107805762,0.0,1,OPRM,15,dE,ef,3,0,1
