Receptor,subset,Score Type,s_score,Hits,Enrichment,max_feat,min_feat,avg_feat,max_centr,min_centr,avg_centr,hyd,don,acc,donhyd,catdon,hydaro,aniacc,donacc,features,all_same,hyd_prop,don_prop,acc_prop,donhyd_prop,catdon_prop,hydaro_prop,aniacc_prop,donacc_prop,quality
M1,ef,dE(class),-0.818182,203,1.38116656,6.8679371,0.94185454,3.893949,9.5022268,4.8673997,7.0662827,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
M1,ef,dE,-5.10644,566,0.976161213,7.470571,1.4449599,3.9533405,6.7275605,4.3872571,5.5688033,1,0,1,0,4,1,0,0,7,0,0.142857143,0,0.142857143,0,0.571428571,0.142857143,0,0,0
M1,ef,dU(class),-1.23333,6,1.374396135,8.4442692,0.88229078,4.6301503,8.9225159,3.6838655,6.0731139,3,1,1,0,0,1,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0,0.142857143,0,0.142857143,0
M1,ef,dU,-5.46927,34,0.485080989,15.293078,0.74066323,5.5263391,10.113561,5.0321321,6.2500148,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,0
M2,ef,dE(class),-0.628571,11,3.903945111,17.773615,1.5309467,9.6469231,10.03732,7.0964193,8.7117739,5,1,0,0,0,0,0,1,7,0,0.714285714,0.142857143,0,0,0,0,0,0.142857143,1
M2,ef,dE,-4.1964,7,3.067385445,14.571775,2.2021158,8.0334949,9.6575766,0.9704445,6.3565063,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,1
M2,ef,dU(class),-0.466667,3,7.157232704,17.773615,1.0302582,10.78871,10.03732,6.1832881,8.6274471,6,0,1,0,0,0,0,0,7,0,0.857142857,0,0.142857143,0,0,0,0,0,1
M2,ef,dU,-5.77728,2,10.73584906,9.6139669,0.66082257,6.0140696,9.2996407,0.9704445,6.3490124,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,1
M4,ef,dE(class),-1.68462,551,0.851498074,11.525905,1.3384842,5.6944718,11.474718,1.9664854,5.9652758,2,1,1,0,0,1,0,2,7,0,0.285714286,0.142857143,0.142857143,0,0,0.142857143,0,0.285714286,0
M4,ef,dE,-1.13571,5,1.996491228,10.863677,1.3384842,5.7881103,11.474718,1.9664854,5.6849031,3,1,1,0,0,2,0,0,7,0,0.428571429,0.142857143,0.142857143,0,0,0.285714286,0,0,0
M4,ef,dU(class),-1.37273,566,0.987663505,10.254138,1.1698699,5.551681,11.474718,1.9664854,6.1299744,3,1,1,0,0,1,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0,0.142857143,0,0.142857143,0
M4,ef,dU,-6.08627,19,0.767881242,5.804728,1.3514794,3.5947003,8.3596516,4.0111585,5.6464181,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
OPRD,ef,dE(class),-0.247368,135,1.837226971,11.645137,0.70202285,6.6691289,9.5105829,2.6334593,5.9059434,4,0,1,0,0,0,0,2,7,0,0.571428571,0,0.142857143,0,0,0,0,0.285714286,0
OPRD,ef,dE,-5.03483,560,1.016071429,5.3359418,0.76863062,2.3735001,9.8067245,8.1334782,9.2010555,3,0,0,0,4,0,0,0,7,0,0.428571429,0,0,0,0.571428571,0,0,0,0
OPRD,ef,dU(class),-0.59375,223,1.046797746,8.7385683,1.1666714,5.334064,9.3818321,3.6702714,5.7783661,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRD,ef,dU,-4.84079,22,0.923701299,5.7678494,0.51202929,2.9896109,9.8067245,8.1916513,9.144289,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,0
OPRK,ef,dE(class),-1.2,502,1.072744735,14.672252,1.161895,9.5028257,9.8813,5.7090173,7.4095945,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRK,ef,dE,-3.76146,52,1.758585165,12.961965,1.4723023,8.2738686,10.138853,3.6066039,6.2640586,1,0,3,0,3,0,0,0,7,0,0.142857143,0,0.428571429,0,0.428571429,0,0,0,0
OPRK,ef,dU(class),-1.87692,178,1.198735955,14.645041,0.75535226,7.7331166,9.8520746,2.6758947,5.4872832,3,1,1,0,0,1,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0,0.142857143,0,0.142857143,0
OPRK,ef,dU,-4.20315,2,5.367924528,12.510615,0.86336321,6.1125174,10.138853,4.3853927,6.559834,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,1
OPRM,ef,dE(class),-1.5,63,1.36328242,17.513536,1.164958,8.9759531,10.255476,7.7476344,8.8721304,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRM,ef,dE,-4.30481,15,0,16.135996,0.52009708,10.516305,10.255476,7.8136396,8.7845535,0,1,0,0,6,0,0,0,7,0,0,0.142857143,0,0,0.857142857,0,0,0,0
OPRM,ef,dU(class),-1.98,465,1.131304524,14.44929,1.1705379,6.8740063,9.7044811,6.8078933,8.0946045,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRM,ef,dU,-4.61923,16,0,16.302692,1.3737645,8.875639,9.2611647,6.1385221,7.8274541,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
5HT1B,gh,dE(class),-0.9,81,1.080721747,10.756951,1.1675643,6.5236397,5.9069619,4.1466079,5.2094994,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
5HT1B,gh,dE,-6.01201,4,2.188461538,7.8702097,0.17939904,3.3052554,7.3470192,4.6138554,5.6259718,1,3,0,0,2,1,0,0,7,0,0.142857143,0.428571429,0,0,0.285714286,0.142857143,0,0,1
5HT1B,gh,dU(class),-1.01538,488,1.022477932,11.109746,1.091625,5.2926536,8.8731441,3.4409468,5.3760915,3,1,1,0,0,1,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0,0.142857143,0,0.142857143,0
5HT1B,gh,dU,-7.12514,2,4.376923077,12.843786,1.0114762,4.9513831,10.533205,4.6109843,7.113893,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,1
5HT2B,gh,dE(class),-0.32,210,1.260243632,13.242832,1.050144,5.3035259,9.5808125,4.378633,7.145504,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
5HT2B,gh,dE,-3.96792,8,2.481104651,12.685421,0.52584219,5.4051256,8.7649374,3.9183366,6.2667823,1,1,1,0,2,1,0,1,7,0,0.142857143,0.142857143,0.142857143,0,0.285714286,0.142857143,0,0.142857143,1
5HT2B,gh,dU(class),-0.32,83,1.355141496,12.685421,0.68668193,4.9592943,8.7649374,4.378633,6.9720898,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
5HT2B,gh,dU,-6.80359,13,1.017889088,14.562915,0.91527098,6.9900861,10.320834,5.0029106,7.0291629,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,0
5HT2C,gh,dE(class),-2.00574,26,1.526833631,8.1330566,0.65611964,3.4597595,8.6353359,6.4847245,7.5397782,4,1,0,0,1,1,0,0,7,0,0.571428571,0.142857143,0,0,0.142857143,0.142857143,0,0,0
5HT2C,gh,dE,-2.56962,2,3.308139535,11.145441,1.1640269,7.4747453,8.6353359,4.8203678,6.2285051,1,2,0,0,2,2,0,0,7,0,0.142857143,0.285714286,0,0,0.285714286,0.285714286,0,0,1
5HT2C,gh,dU(class),-0.313333,137,1.11076218,11.990654,0.20789795,7.7071042,7.6442127,2.9722939,6.4311318,5,1,1,0,0,0,0,0,7,0,0.714285714,0.142857143,0.142857143,0,0,0,0,0,0
5HT2C,gh,dU,-4.86723,500,0.99244186,14.922268,0.82303643,7.8875141,9.3347435,3.9699171,6.6734262,1,0,0,0,5,0,0,0,6,0,0.166666667,0,0,0,0.833333333,0,0,0,0
A2A,gh,dE(class),-0.445455,49,1.201266714,11.92933,1.163801,7.0275626,7.2460117,5.118731,6.0130873,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
A2A,gh,dE,-2.79939,562,0.977543257,15.035348,1.4750054,6.5412025,9.7635202,5.8422585,6.7527084,2,0,2,0,2,0,0,1,7,0,0.285714286,0,0.285714286,0,0.285714286,0,0,0.142857143,0
A2A,gh,dU(class),-0.354545,14,2.802955665,13.191724,0.79440302,6.936028,8.7623663,5.1211267,6.6276884,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,1
A2A,gh,dU,-3.77174,378,1.141944901,3.638556,0.80488551,2.1859338,10.812245,8.3887835,9.388113,3,0,0,0,4,0,0,0,7,0,0.428571429,0,0,0,0.571428571,0,0,0,0
A2C,gh,dE(class),-0.204167,567,0.972167108,4.2945452,0.77364534,2.4251282,8.2411041,6.360158,7.4676018,5,1,1,0,0,0,0,0,7,0,0.714285714,0.142857143,0.142857143,0,0,0,0,0,0
A2C,gh,dE,-2.5725,103,1.898968447,6.8410473,1.1285287,3.896337,8.1691561,3.4084816,5.4976211,1,2,0,0,2,2,0,0,7,0,0.142857143,0.285714286,0,0,0.285714286,0.285714286,0,0,0
A2C,gh,dU(class),-0.38,567,1.003527337,10.053795,0.8655085,4.8928871,8.1453133,3.7776163,6.5795445,5,1,0,0,0,1,0,0,7,0,0.714285714,0.142857143,0,0,0,0.142857143,0,0,0
A2C,gh,dU,-4.2494,115,1.700815217,15.667135,0.81876171,8.8998461,9.7857695,3.4084816,6.9038682,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,0
Beta 2,gh,dE(class),-0.420833,511,1.113502935,14.662824,0.11412384,7.4534459,8.314826,5.4010324,6.5986333,4,1,1,0,0,0,0,1,7,0,0.571428571,0.142857143,0.142857143,0,0,0,0,0.142857143,0
Beta 2,gh,dE,-1.58261,493,1.073635549,15.990948,1.1648237,7.4770031,9.1926546,2.7723558,6.0665464,2,1,0,0,2,2,0,0,7,0,0.285714286,0.142857143,0,0,0.285714286,0.285714286,0,0,0
Beta 2,gh,dU(class),-0.280769,514,1.029771061,14.564572,1.1648237,6.8578119,9.1926546,2.7723558,6.4015536,5,1,0,0,0,1,0,0,7,0,0.714285714,0.142857143,0,0,0,0.142857143,0,0,0
Beta 2,gh,dU,-4.63084,449,1.208318227,4.4292994,0.57847232,2.3898909,7.4141111,3.9114332,5.5964613,3,0,0,0,4,0,0,0,7,0,0.428571429,0,0,0,0.571428571,0,0,0,0
H1,gh,dE(class),-0.391667,567,1.003527337,7.8387733,1.2679,3.5768666,8.5106344,4.2666359,6.7840767,5,1,0,0,0,1,0,0,7,0,0.714285714,0.142857143,0,0,0,0.142857143,0,0,0
H1,gh,dE,-0.35,569,1,5.7000937,0.60663497,2.8744273,8.3229437,4.5954642,7.0126681,3,2,0,0,0,2,0,0,7,0,0.428571429,0.285714286,0,0,0,0.285714286,0,0,0
H1,gh,dU(class),-0.35,567,1.003527337,12.612705,0.982858,5.3607388,8.3229437,4.5954642,6.6915488,4,1,0,0,0,1,0,1,7,0,0.571428571,0.142857143,0,0,0,0.142857143,0,0.142857143,0
H1,gh,dU,-2.86,47,0.949520234,8.034049,0.84670717,4.4377789,7.431881,5.3490462,6.3645091,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,0
M1,gh,dE(class),-2.16357,183,1.036429872,7.0277243,1.1522369,4.1834064,9.0355549,4.8673997,6.4465647,3,1,1,0,1,1,0,0,7,0,0.428571429,0.142857143,0.142857143,0,0.142857143,0.142857143,0,0,0
M1,gh,dE,-4.37935,551,0.94287067,15.82536,1.2329055,6.9598722,10.144742,4.3872571,5.9739823,2,0,2,0,2,1,0,0,7,0,0.285714286,0,0.285714286,0,0.285714286,0.142857143,0,0,0
M1,gh,dU(class),-0.815385,6,2.748792271,7.6105876,1.0801768,4.0606189,8.9225159,3.6838655,6.5087352,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,1
M1,gh,dU,-3.28744,12,1.374396135,16.10144,1.1680701,5.7480388,10.70926,3.6838655,6.0557976,2,1,0,0,3,1,0,0,7,0,0.285714286,0.142857143,0,0,0.428571429,0.142857143,0,0,0
M2,gh,dE(class),-2.53935,1,10.73584906,19.388624,1.5309467,10.345766,10.116345,7.0964193,9.1408281,5,0,0,0,1,0,0,1,7,0,0.714285714,0,0,0,0.142857143,0,0,0.142857143,1
M2,gh,dE,-5.27607,3,3.578616352,19.069183,1.744514,10.214144,10.116345,5.467844,8.0575581,1,1,0,0,4,0,0,1,7,0,0.142857143,0.142857143,0,0,0.571428571,0,0,0.142857143,1
M2,gh,dU(class),-1.74521,4,8.051886792,17.773615,1.0302582,9.7616272,10.03732,7.0964193,8.9457407,6,0,0,0,1,0,0,0,7,0,0.857142857,0,0,0,0.142857143,0,0,0,1
M2,gh,dU,-4.53571,308,1.080556236,2.4943917,0.61427927,1.6372213,10.321294,8.2595034,8.9073706,4,0,0,0,3,0,0,0,7,0,0.571428571,0,0,0,0.428571429,0,0,0,0
M4,gh,dE(class),-1.2,566,0.987663505,10.254138,1.3384842,5.5384898,11.474718,1.9664854,6.1557837,3,1,1,0,0,1,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0,0.142857143,0,0.142857143,0
M4,gh,dE,-1.13571,5,1.996491228,10.863677,1.3384842,5.7881103,11.474718,1.9664854,5.6849031,3,1,1,0,0,2,0,0,7,0,0.428571429,0.142857143,0.142857143,0,0,0.285714286,0,0,0
M4,gh,dU(class),-1.37273,566,0.987663505,10.254138,1.1698699,5.551681,11.474718,1.9664854,6.1299744,3,1,1,0,0,1,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0,0.142857143,0,0.142857143,0
M4,gh,dU,-6.67139,40,0.499122807,4.6616635,0.68551046,2.5542939,8.9425039,4.8954334,7.5081263,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,0
OPRD,gh,dE(class),-1.35462,131,1.336465062,11.645137,0.70202285,6.8381982,9.7123919,3.8044081,6.9172196,4,0,1,0,1,0,0,1,7,0,0.571428571,0,0.142857143,0,0.142857143,0,0,0.142857143,0
OPRD,gh,dE,-4.53008,118,2.472837897,18.287058,1.2415793,7.8011494,9.7123919,8.0832396,9.1219521,0,0,1,0,4,1,0,1,7,0,0,0,0.142857143,0,0.571428571,0.142857143,0,0.142857143,1
OPRD,gh,dU(class),-0.59375,223,1.046797746,8.7385683,1.1666714,5.334064,9.3818321,3.6702714,5.7783661,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRD,gh,dU,-5.35913,499,1.081804635,3.9322362,0.74671113,2.0477686,9.7103195,8.0832396,8.849658,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,0
OPRK,gh,dE(class),-0.941176,532,1.069548872,14.672252,1.4723023,9.0024605,9.8813,5.7090173,7.5026956,5,1,1,0,0,0,0,0,7,0,0.714285714,0.142857143,0.142857143,0,0,0,0,0,0
OPRK,gh,dE,-5.32062,151,1.480368969,11.0444,0.58832049,4.8165736,6.6114206,4.5931778,5.9498806,3,0,3,0,1,0,0,0,7,0,0.428571429,0,0.428571429,0,0.142857143,0,0,0,0
OPRK,gh,dU(class),-1.57692,261,1.245758073,14.672252,1.1671053,7.8480549,9.8813,2.9462502,6.2734203,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRK,gh,dU,-5.56058,1,10.16071429,14.246109,0.93136621,8.2048025,10.810452,4.5931778,7.2248783,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,1
OPRM,gh,dE(class),-1.28462,63,1.36328242,17.513536,1.164958,8.9759531,10.255476,7.7476344,8.8721304,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRM,gh,dE,-3.40769,173,1.30319555,16.630346,1.164958,9.9348974,10.255476,5.9956641,8.6913157,2,1,0,0,2,1,0,1,7,0,0.285714286,0.142857143,0,0,0.285714286,0.142857143,0,0.142857143,0
OPRM,gh,dU(class),-1.66667,465,1.131304524,14.44929,1.1705379,6.8740063,9.7044811,6.8078933,8.0946045,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRM,gh,dU,-4.55808,466,1.128876832,16.35857,0.62920266,8.9878902,10.09668,7.0014529,8.4275799,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,0
5HT1B,rec_ef,dE(class),-3.0897,245,1.143359498,13.709977,0.57784295,6.6876101,8.4960241,4.1326795,5.5143566,5,0,0,0,1,0,0,1,7,0,0.714285714,0,0,0,0.142857143,0,0,0.142857143,0
5HT1B,rec_ef,dE,-4.76518,471,1.077968316,6.7926455,0.96731693,3.4341826,7.7152543,4.0236936,5.8934503,1,1,1,0,4,0,0,0,7,0,0.142857143,0.142857143,0.142857143,0,0.571428571,0,0,0,0
5HT1B,rec_ef,dU(class),-0.542857,32,1.094230769,12.557835,0.58412755,6.1818943,7.9052305,3.5019507,5.3478751,3,1,2,0,0,0,0,1,7,0,0.428571429,0.142857143,0.285714286,0,0,0,0,0.142857143,0
5HT1B,rec_ef,dU,-5.61736,3,2.917948718,7.5381956,1.0088607,4.1845498,6.9875569,3.8943837,5.2252235,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,1
5HT2B,rec_ef,dE(class),-0.890909,527,1.029477958,14.519863,0.91943789,7.9365406,9.5808125,4.2077699,7.7882109,4,1,1,0,0,0,0,1,7,0,0.571428571,0.142857143,0.142857143,0,0,0,0,0.142857143,0
5HT2B,rec_ef,dE,-5.78851,16,0.413517442,4.297873,0.59159005,2.6086793,6.1744189,3.1517696,4.4273453,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
5HT2B,rec_ef,dU(class),-0.51875,3,2.205426357,9.484704,2.328423,5.1889863,9.5808125,2.1117711,5.5083508,3,1,2,0,0,0,0,1,7,0,0.428571429,0.142857143,0.285714286,0,0,0,0,0.142857143,1
5HT2B,rec_ef,dU,-5.11069,19,0.348225214,12.335606,1.1087303,5.1281834,8.8374205,3.0198984,4.93504,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
5HT2C,rec_ef,dE(class),-1.80769,543,0.986958756,12.038429,1.3183523,5.8922806,7.6980534,2.544651,5.1749721,3,1,1,0,1,0,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0
5HT2C,rec_ef,dE,-5.8134,15,0.441085271,10.42979,0.70404404,4.952589,5.9581733,3.5076048,4.555275,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
5HT2C,rec_ef,dU(class),-0.6125,46,1.006825076,11.086102,2.4803753,7.3774629,7.6980534,2.544651,5.5246754,5,1,1,0,0,0,0,0,7,0,0.714285714,0.142857143,0.142857143,0,0,0,0,0,0
5HT2C,rec_ef,dU,-4.02716,19,0.696450428,6.5625844,1.233,3.247453,9.2326584,6.1144233,7.7592349,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
A2A,rec_ef,dE(class),-1.495,5,3.924137931,4.2480969,0.68368268,2.5935621,7.4977889,5.091692,6.5028157,1,1,2,0,2,0,0,1,7,0,0.142857143,0.142857143,0.285714286,0,0.285714286,0,0,0.142857143,1
A2A,rec_ef,dE,-4.04578,37,6.363466915,14.149733,0.68368268,8.4048519,10.920286,4.9940543,7.7900658,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,1
A2A,rec_ef,dU(class),-2.25189,517,0.948776096,15.132504,1.4950458,8.5225782,10.574602,4.3620629,7.0096216,4,0,0,0,1,0,0,2,7,0,0.571428571,0,0,0,0.142857143,0,0,0.285714286,0
A2A,rec_ef,dU,-3.6209,20,4.905172414,7.4348936,0.90993243,3.9150357,9.7355661,4.7631264,8.0774755,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,1
