Receptor,subset,match_features,Score Type,s_score,Hits,Enrichment,max_feat,min_feat,avg_feat,max_centr,min_centr,avg_centr,hyd,don,acc,donhyd,catdon,hydaro,aniacc,donacc,features,all_same,hyd_prop,don_prop,acc_prop,donhyd_prop,catdon_prop,hydaro_prop,aniacc_prop,donacc_prop,quality
H1,moefrags,3,dE,-3.95622,17,0.66,12.157955,0.93415672,7.589664,7.4751987,4.9227901,6.4836864,0,0,0,0,6,0,1,0,7,0,0,0,0,0,0.857142857,0,0.142857143,0,0
H1,moefrags,3,dU(class),-1.6064,563,1.01,11.866706,1.1679881,7.472609,8.2246542,5.3701162,6.6177397,4,1,0,0,1,1,0,0,7,0,0.571428571,0.142857143,0,0,0.142857143,0.142857143,0,0,0
H1,moefrags,3,dU,-4.26093,24,0.93,12.780952,1.5277922,6.5867801,6.6282868,4.6312828,5.774621,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0.571428571,0,0.428571429,0,0
M1,moefrags,6,dE(class),-0.691667,4,2.06,16.527851,1.1651175,8.9102068,9.0921793,3.4673228,6.5070853,3,1,1,0,0,2,0,0,7,0,0.428571429,0.142857143,0.142857143,0,0,0.285714286,0,0,1
M1,moefrags,5,dE,-4.75101,3,2.75,10.048433,0.70240599,6.1978273,9.1159611,5.8341041,7.0303326,1,1,0,0,4,1,0,0,7,0,0.142857143,0.142857143,0,0,0.571428571,0.142857143,0,0,1
M1,moefrags,5,dU(class),-2.90345,16,2.06,15.070384,1.5312704,8.3672552,8.721159,3.4673228,6.9742999,5,0,1,0,1,0,0,0,7,0,0.714285714,0,0.142857143,0,0.142857143,0,0,0,1
M1,moefrags,3,dU,-4.72783,19,0.43,5.8434424,0.56070399,3.9136176,9.5140934,6.403563,7.9552765,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
M2,moefrags,4,dE(class),-1.38636,27,1.19,10.081008,0.091954507,5.3296332,9.5138502,2.6983023,7.4320331,0,1,4,0,0,1,1,0,7,0,0,0.142857143,0.571428571,0,0,0.142857143,0.142857143,0,0
M2,moefrags,4,dE,-0.975,29,1.48,15.705109,0.15925643,6.8711619,9.2825623,2.6983023,5.2841978,0,4,2,0,0,1,0,0,7,0,0,0.571428571,0.285714286,0,0,0.142857143,0,0,0
M2,moefrags,6,dU(class),-0.1,8,4.03,11.204031,0.1424313,6.103271,7.757431,2.4160342,5.5475125,7,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,1
M2,moefrags,3,dU,-2.26207,3,0,16.800999,0.78623027,9.7812634,10.245285,6.1614728,8.2734385,0,0,0,0,2,0,5,0,7,0,0,0,0,0,0.285714286,0,0.714285714,0,0
M4,moefrags,6,dE(class),-0.122222,5,3.99,12.773146,1.0822611,7.4644046,9.0111437,3.9042709,6.1012344,6,0,0,0,0,1,0,0,7,0,0.857142857,0,0,0,0,0.142857143,0,0,1
M4,moefrags,3,dE,-2.12778,561,0.96,15.359131,1.3907092,7.6025276,9.7346087,5.0179338,7.1698093,2,0,2,0,3,0,0,0,7,0,0.285714286,0,0.285714286,0,0.428571429,0,0,0,0
M4,moefrags,6,dU(class),-1.47778,2,4.99,15.036624,1.1693492,8.0140839,8.9300785,3.1334169,5.8112473,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,1
M4,moefrags,3,dU,-6.94097,20,0,9.5245247,0.65968722,4.8972688,9.7710333,7.7819438,8.9978781,0,0,0,0,7,0,0,0,7,1,0,0,0,0,1,0,0,0,0
OPRD,moefrags,4,dE(class),-1.81549,529,1.075614367,9.4315252,0.75621164,4.4819326,7.8259101,4.9590192,6.0777998,4,1,1,0,1,0,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0.142857143,0,0,0,0
OPRD,moefrags,4,dE,-4.3353,193,1.058323369,11.451571,1.1672163,6.1839066,7.3901858,4.7553058,5.8689752,2,1,0,0,3,1,0,0,7,0,0.285714286,0.142857143,0,0,0.428571429,0.142857143,0,0,0
OPRD,moefrags,6,dU(class),-0.342105,36,1.215811966,5.4791379,1.339862,3.7455769,7.8259101,3.61043,5.5548768,4,1,2,0,0,0,0,0,7,0,0.571428571,0.142857143,0.285714286,0,0,0,0,0,0
OPRD,moefrags,3,dU,-5.27244,39,0.374095989,13.652857,1.5954263,7.4811964,8.0913458,4.944119,6.4539795,1,0,0,0,3,0,3,0,7,0,0.142857143,0,0,0,0.428571429,0,0.428571429,0,0
OPRK,moefrags,5,dE(class),-0.935714,34,2.988445378,11.605652,1.1183617,5.2936969,9.3384333,5.808115,7.966239,4,1,1,0,1,0,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0.142857143,0,0,0,1
OPRK,moefrags,4,dE,-5.35759,1,10.16071429,13.145735,1.3052363,8.711628,9.1865635,4.0604091,7.3372054,0,0,1,0,6,0,0,0,7,0,0,0,0.142857143,0,0.857142857,0,0,0,1
OPRK,moefrags,3,dU(class),-1.61706,424,1.294053235,16.991034,1.8162538,9.4123955,9.7464895,4.8855443,7.9757457,3,0,1,0,1,1,0,1,7,0,0.428571429,0,0.142857143,0,0.142857143,0.142857143,0,0.142857143,0
OPRK,moefrags,4,dU,-6.5204,12,0.84672619,6.0151463,0.56696558,2.9937885,9.1865635,6.9080129,7.8282127,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,0
OPRM,moefrags,4,dE(class),-0.628571,554,1.027075812,6.2632308,0.77097988,4.0917931,5.4519372,2.4798608,3.8557076,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRM,moefrags,3,dE,-5.40418,79,0.543587294,11.773111,0.55587226,4.7066236,7.2324171,3.5477998,4.5780721,1,1,0,0,5,0,0,0,7,0,0.142857143,0.142857143,0,0,0.714285714,0,0,0,0
OPRM,moefrags,4,dU(class),-0.504348,544,1.026220866,7.5264053,1.1091303,4.4118433,5.4519372,2.7437243,4.1624064,5,1,1,0,0,0,0,0,7,0,0.714285714,0.142857143,0.142857143,0,0,0,0,0,0
OPRM,moefrags,3,dU,-3.75934,10,0,11.185822,0.51705027,6.9214067,7.7132754,3.6711664,5.639514,0,0,0,0,3,0,4,0,7,0,0,0,0,0,0.428571429,0,0.571428571,0,0
